qr_id,batch_id,drug_id,drug_name,qr_hash,qr_version,generated_date,generated_by,expiry_date,scan_count,last_scan_date,last_scan_location,last_scan_device,verified_count,failed_verify_count,verification_rate_pct,blockchain_anchor,qr_status,tamper_detected,url_embedded
QR000137,BAT000137,DRG0037,Acyclovir 400mg,e2b9a9cbd22edede7399eaafbdb49de5fd0f29588e521641c961af9e6ecfba3e,v2,12-10-2025,Pfizer India,12-07-2028,371,29-04-2026 03:03,Sterling Hospital Ahmedabad,Kiosk,335,36,90.3,0x63834f6edc585b00c7fa4b6f9e5dbaedc01b54c07fde6f9838368a98fd60db,Active,No,https://verify.pharma.in/qr/e2b9a9cbd22edede
QR000138,BAT000138,DRG0038,Tenofovir 300mg,45e646aadf71e046e90f5d2319347b49cc28412587bef7ee2a27d24a9d79ee7e,v2,16-07-2025,Dr Reddy's Laboratories,29-10-2027,397,12-05-2026 19:11,Manipal Hospital Bengaluru,Web,388,9,97.7,0x00c3cf4f21097da0a4fd6e63da94491356a23f4a1612f1010c9c76db0e388d,Active,No,https://verify.pharma.in/qr/45e646aadf71e046
QR000139,BAT000139,DRG0039,Remdesivir 100mg Inj,025221af2f780eae63bdeae4a0003960c1a7edc156eade6052b7dc524dda5ab4,v2,18-08-2025,Pfizer India,01-02-2029,461,13-05-2026 08:26,Civil Hospital Surat,Mobile,458,3,99.3,0xd7d4187ff166553098c5711a7ca6e94b2e584f7daab7144d9da3803081fb8e,Active,No,https://verify.pharma.in/qr/025221af2f780eae
QR000140,BAT000140,DRG0040,Valacyclovir 500mg,a5d0533dd1a94c84617a641d6e18bc7f438d1f0d79387a0cc8cb5f127d4aa948,v2,22-05-2025,Aurobindo Pharma,26-10-2028,324,15-04-2026 19:48,Manipal Hospital Bengaluru,Kiosk,314,10,96.9,0xceb0e3e42c8195a4b3eacc9ed555399ceacf4d125031ad034a9cf3665fc6fb,Active,No,https://verify.pharma.in/qr/a5d0533dd1a94c84
QR000141,BAT000141,DRG0041,Fluconazole 150mg,271798a769f134e028d3a0b59933fa1a95251abd416ad4b12ac401727f4d4d41,v2,28-10-2025,GlaxoSmithKline India,03-09-2026,199,25-04-2026 21:29,SMS Hospital Jaipur,Mobile,170,29,85.4,0x8f75897273e829f707031422abd1b8294537c6ffa10dec23a7dc764042057a,Active,No,https://verify.pharma.in/qr/271798a769f134e0
QR000142,BAT000142,DRG0042,Itraconazole 100mg,1f0c3026e652e5024f2a7b3c4b1738ecd9d9cad8543b60a42544d1d59d7770e6,v2,15-09-2025,Sanofi India,22-03-2030,450,16-04-2026 03:28,Apollo Hospital Mumbai,Mobile,442,8,98.2,0xacb225eb30e1cea6e52d8794da739ac811230f105f8801f891c53a8c846aee,Active,No,https://verify.pharma.in/qr/1f0c3026e652e502
QR000143,BAT000143,DRG0043,Amphotericin B Inj,945a2290f64036f158ba0750334269616234df020cf4a83608157beaa63c82f1,v2,02-10-2025,Bharat Biotech,01-11-2028,58,18-04-2026 00:36,AIIMS Delhi,Scanner,54,4,93.1,0x4ef325bf66829d8939e43f59c1ea3bc71337efd536999cc3263c9471a6e941,Active,No,https://verify.pharma.in/qr/945a2290f64036f1
QR000144,BAT000144,DRG0044,Voriconazole 200mg,515aef8b6ceec11f8545076a473cf64c580ebec6b8a538447a6967df1ca0335a,v2,25-02-2025,Lupin Pharmaceuticals,28-03-2029,15,19-04-2026 20:48,Medanta Hospital Gurugram,Mobile,14,1,93.3,0x0f05af02094127bd7e4e95eb9c0bcc41d6a4391a38fb9fc3e62c405cf5d47d,Active,No,https://verify.pharma.in/qr/515aef8b6ceec11f
QR000145,BAT000145,DRG0045,Terbinafine 250mg,3440fd05936013a136424a5a34c393259d01bcbacc957f29702a9358e5915f51,v2,30-04-2026,GlaxoSmithKline India,18-11-2028,113,08-05-2026 10:41,Medanta Hospital Gurugram,Kiosk,105,8,92.9,0xc1c048305032fb528f44d6a59fe32f780280b1d0ebac0d8d24d5f5f07471a8,Active,No,https://verify.pharma.in/qr/3440fd05936013a1
QR000146,BAT000146,DRG0046,BCG Vaccine,f179265ec90895e15acda835cb53a8e6b6e686d3a9620ff12ccf5761e0c5199d,v2,27-09-2025,Lupin Pharmaceuticals,11-07-2028,73,25-04-2026 02:16,Sterling Hospital Ahmedabad,Web,68,5,93.2,0x28a5151a613fc7221d741494ccef0cedd8a05c6f35f30cde46ead084f2d155,Active,No,https://verify.pharma.in/qr/f179265ec90895e1
QR000147,BAT000147,DRG0047,Hepatitis B Vaccine,d4f50cd033988850a4212c5f231236a526f961f748c9459a32d5badc8f990410,v2,25-08-2025,AstraZeneca India,03-03-2027,463,20-04-2026 22:52,Manipal Hospital Bengaluru,Kiosk,439,24,94.8,0x18cf6eaccfe324f7cbde553d20b5a7d404986ea88293694e39b67f118f555d,Active,No,https://verify.pharma.in/qr/d4f50cd033988850
QR000148,BAT000148,DRG0048,MMR Vaccine,55ac4d0d16b24aedd7e7f4611e5daadb689e56f8b01acda4d2b256370cd8e726,v2,29-06-2025,AstraZeneca India,16-09-2028,45,27-04-2026 12:10,SCB Medical Bhubaneswar,Web,40,5,88.9,0xf2c0bcf14a86b04731c20b07619bdca0db33b15b2e05c30a0f1eb23d023698,Active,No,https://verify.pharma.in/qr/55ac4d0d16b24aed
QR000149,BAT000149,DRG0049,COVID-19 mRNA Vaccine,da13da1c2c1ba9187204aff5615c40a8cb6a5f86002231b7cc03ee1985fc1a38,v2,09-03-2026,Aurobindo Pharma,26-11-2029,401,29-04-2026 02:07,MGM Hospital Chennai,Scanner,387,14,96.5,0xc6d78a26abdbf56b4eaad764b43da334ad91489d89b105d5e184db17935a8f,Active,No,https://verify.pharma.in/qr/da13da1c2c1ba918
QR000150,BAT000150,DRG0050,Influenza Vaccine,32b8fc9c5ce73805154c9edb61209bf2d07a1d82ccb8597cac851531adfd82d6,v2,15-01-2025,Sanofi India,22-07-2028,166,11-05-2026 19:56,Apollo Hospital Mumbai,Mobile,159,7,95.8,0x1114a2580b381f2bad46eeaaab7b233773b02d8e91fa224bdabe557567c494,Active,No,https://verify.pharma.in/qr/32b8fc9c5ce73805
QR000151,BAT000151,DRG0051,Sertraline 50mg,cd59eeadbb60e10786ee8fdb398c013e56287e1623046f8f4edeb0132b41a591,v2,08-08-2025,Sanofi India,20-07-2028,302,05-05-2026 11:00,KEM Hospital Pune,Web,269,33,89.1,0x380c87ddef25d23f46f4624cea45fb748e0313296626d58a8f9438da85a2cc,Active,No,https://verify.pharma.in/qr/cd59eeadbb60e107
QR000152,BAT000152,DRG0052,Escitalopram 10mg,e99cd6e75d9c279994607604f70d6882c23151e504ac0380b619eb0e31554222,v2,17-12-2025,Cadila Healthcare,28-05-2027,69,14-05-2026 09:37,MGM Hospital Chennai,Web,65,4,94.2,0x6dedc2206e68c5885e098ecf09f018387359626238b30cfdb229d99b623ae9,Active,No,https://verify.pharma.in/qr/e99cd6e75d9c2799
QR000153,BAT000153,DRG0053,Olanzapine 10mg,43fd63d0ebfdc1d75321232c8ed543bd69ca9dea31da4df6ca8fe6e0388e9583,v2,21-04-2026,Serum Institute of India,07-05-2029,445,26-04-2026 06:33,AMRI Hospital Kolkata,Web,381,64,85.6,0x926a605155c01eddd779ad55ed421e023ed0402063b6b90a45884d5f85d891,Active,No,https://verify.pharma.in/qr/43fd63d0ebfdc1d7
QR000154,BAT000154,DRG0054,Risperidone 2mg,610a25cdcb58942a0830071dc56b1acede90f66f834e5a833d2d1e50ee2208ef,v2,18-02-2025,Zydus Cadila,13-09-2029,111,06-05-2026 03:20,MGM Hospital Chennai,Kiosk,95,16,85.6,0xc5a5a7d2fab8760ce62b2d74a6f93087b5b9a8d1eb7fdcd8ca7f81baffbcc0,Active,No,https://verify.pharma.in/qr/610a25cdcb58942a
QR000155,BAT000155,DRG0055,Diazepam 5mg,5cde973b40f13272187a7d780320a8b3d1402c58ced611d50352352763914092,v2,26-02-2025,Cipla Ltd,08-07-2027,497,09-05-2026 07:06,Yashoda Hospital Hyderabad,Scanner,435,62,87.5,0x41ad0806ed2d35ee604981662ff63f070892edea17ee5709b1e5869fab2873,Active,No,https://verify.pharma.in/qr/5cde973b40f13272
QR000156,BAT000156,DRG0056,Levetiracetam 500mg,b92bde261aac6ed7ded13ae68ee50f2dd00f0ba1930deb8cbcf88e0d34a7a1cd,v2,07-02-2026,Serum Institute of India,29-06-2026,244,28-04-2026 02:44,SMS Hospital Jaipur,Scanner,237,7,97.1,0x7eaffeb3711050ff94459e2a5522aee9844e31e9629edbb3240a00f7e13724,Active,No,https://verify.pharma.in/qr/b92bde261aac6ed7
QR000157,BAT000157,DRG0057,Carbamazepine 200mg,73befbd48002a73a78f61ffb8584da2f79ead68f718d650c0762c0fab0df8f0a,v2,26-08-2025,Zydus Cadila,14-07-2029,31,17-04-2026 23:38,SMS Hospital Jaipur,Scanner,27,4,87.1,0xd6078a2ab0956c2bee74048e3ac0d69b15b0883d496e5d1b63eb9b06dd3a79,Active,No,https://verify.pharma.in/qr/73befbd48002a73a
QR000158,BAT000158,DRG0058,Pregabalin 75mg,390b8c5b1da677c9011b439f59fc3d1191380bf7042d47dd49928c7a1afb952f,v2,21-09-2025,Lupin Pharmaceuticals,02-02-2030,44,23-04-2026 12:55,AIIMS Delhi,Kiosk,42,2,95.5,0x4068928cc803b2dffd9f77ddaf50744467841f4ddbe88251968fec07c95c19,Active,No,https://verify.pharma.in/qr/390b8c5b1da677c9
QR000159,BAT000159,DRG0059,Donepezil 10mg,6f8af22afaa15e0c5a8c96e717ba0180164515f6575f77735d12ad17806c8d82,v2,22-07-2025,Dr Reddy's Laboratories,29-10-2026,93,14-05-2026 22:41,Sterling Hospital Ahmedabad,Mobile,83,10,89.2,0x97c40962a67719a1428ff0857e66774f0372e7af59a951e3dece8071358f41,Active,No,https://verify.pharma.in/qr/6f8af22afaa15e0c
QR000160,BAT000160,DRG0060,Valproate 500mg,fd4c97b1b410bf3935df3bf6062beb438d04d18968d42f0b903b469db9a5a1a8,v2,22-03-2026,Sun Pharmaceutical Industries,24-08-2027,221,15-05-2026 03:28,Yashoda Hospital Hyderabad,Web,214,7,96.8,0x53701719245427e482f174f82d832fcba38fca66c9d55b90259b9831929616,Active,No,https://verify.pharma.in/qr/fd4c97b1b410bf39
QR000161,BAT000161,DRG0061,Levothyroxine 50mcg,f7ecdfdc579347b46a954bcaea62c0793ec483ada5aeb172518dd681c43aa9f7,v2,20-08-2025,AstraZeneca India,14-05-2030,443,30-04-2026 17:11,Civil Hospital Surat,Scanner,393,50,88.7,0x433a9862d5e4782ec15122e711d2c828bc173afe4f68e9b409f6e19533a411,Active,No,https://verify.pharma.in/qr/f7ecdfdc579347b4
QR000162,BAT000162,DRG0062,Prednisolone 10mg,da8fe1bb938ebf7db128ebcebd14fcba6136780ce0d6254cf11a380244cca937,v2,26-06-2025,Torrent Pharmaceuticals,04-07-2026,382,04-05-2026 05:25,Yashoda Hospital Hyderabad,Mobile,330,52,86.4,0x79d8b0fbc9598207bcd6955ae96dc592e665fc53d0e84068cb746b1a871f0a,Active,No,https://verify.pharma.in/qr/da8fe1bb938ebf7d
QR000163,BAT000163,DRG0063,Dexamethasone 4mg Inj,2418871458047062219c27002c26f586f790366f76f40eac6fb9c4c973276522,v2,27-03-2025,Sanofi India,23-07-2026,416,08-05-2026 07:38,KEM Hospital Pune,Mobile,370,46,88.9,0xb7c7ba72c6befbe3019352f3eb2f0d7df7f00e5744fcd6ecfea7dbc5dfa1f2,Active,No,https://verify.pharma.in/qr/2418871458047062
QR000164,BAT000164,DRG0064,Hydrocortisone 100mg Inj,61ea6fdd4fa827298663abf2b0ab47b04d99dbd322b2f511a36312e1413abf63,v2,04-02-2025,GlaxoSmithKline India,01-07-2027,46,17-04-2026 01:29,Civil Hospital Surat,Kiosk,44,2,95.7,0x17ce239e2e6753731d5d66b7f19704839f788921f31917015a40f8152ee187,Active,No,https://verify.pharma.in/qr/61ea6fdd4fa82729
QR000165,BAT000165,DRG0065,Insulin NPH,8645e27d976db550f311bb24bab79bf732f741dc2fe8bff463147e8fc21be8aa,v2,21-01-2025,Alkem Laboratories,18-09-2029,100,22-04-2026 09:41,AIIMS Delhi,Kiosk,85,15,85.0,0xb4f78e7081e868ad926898e8146fa0cfddfb3397b57fcb54b140a7390b5578,Active,No,https://verify.pharma.in/qr/8645e27d976db550
QR000166,BAT000166,DRG0066,Methotrexate 2.5mg,1404b2cf35a7b4174f22bee6b81efc2d4f98d25c2f6effb287960f16cf55a9b9,v2,19-05-2025,Pfizer India,10-07-2026,62,09-05-2026 09:47,SMS Hospital Jaipur,Mobile,61,1,98.4,0xac53e90b0d990fd48d2233a7f837c22385e2f71095e24f7397b4eed4b4506f,Active,No,https://verify.pharma.in/qr/1404b2cf35a7b417
QR000167,BAT000167,DRG0067,Imatinib 400mg,68e4e031ecd82a2ada9f3063cd3e23cbcc4617122242693748ae8a99e8062bd6,v2,20-01-2025,Pfizer India,29-04-2027,291,11-05-2026 06:55,Ruby Hall Clinic Pune,Web,261,30,89.7,0x7e214f2b59942321b3ab0f50d95d58dc86cfd11dca9ebb7aa0e6eadb98d064,Active,No,https://verify.pharma.in/qr/68e4e031ecd82a2a
QR000168,BAT000168,DRG0068,Paclitaxel Inj,a86f19368260777b86598ce223d885486e35d022d675796e583d4291f9b00730,v2,21-01-2026,Lupin Pharmaceuticals,29-08-2029,66,02-05-2026 14:41,PGIMER Chandigarh,Kiosk,58,8,87.9,0xcf7050633e1919b682612b5c702b2ae305b30229da6d5c46c19efa4079fbce,Active,No,https://verify.pharma.in/qr/a86f19368260777b
QR000169,BAT000169,DRG0069,Cisplatin Inj,2b901184ef5ff5c8331c9165dcccae5d476d0b1ccfeb0861fba214e3136e596b,v2,06-08-2025,IPCA Laboratories,07-10-2028,411,13-05-2026 16:15,SMS Hospital Jaipur,Mobile,385,26,93.7,0x49e1db8605984523681b45879d6650417cdddbd2682358bca5cf5afb8c8658,Active,No,https://verify.pharma.in/qr/2b901184ef5ff5c8
QR000170,BAT000170,DRG0070,Capecitabine 500mg,33d25f95bbb8bed2d1e307373d28148c21032ef207333ca520bf3f3e645c080f,v2,24-03-2025,Torrent Pharmaceuticals,27-01-2028,56,11-05-2026 19:31,Yashoda Hospital Hyderabad,Scanner,50,6,89.3,0x829a4e9bd4b8524bef275716774344d659c355335eb3cfba2948586d5bb9ec,Active,No,https://verify.pharma.in/qr/33d25f95bbb8bed2
QR000171,BAT000171,DRG0071,Vitamin D3 60000IU,367e245387e4a2d426d9b2b2edde4424b793ed682cda28b67691eaecc78c8023,v2,17-01-2026,Torrent Pharmaceuticals,27-06-2029,419,09-05-2026 07:19,Ruby Hall Clinic Pune,Kiosk,392,27,93.6,0x79fd4cf02f5d55f13b9c601e01258d3c55945779a91f2b9838961bc559cc58,Active,No,https://verify.pharma.in/qr/367e245387e4a2d4
QR000172,BAT000172,DRG0072,Vitamin B12 1mg Inj,804babefd4833a7e90fff411e043b15545f95379c9d64ae8881d6e717c79faf6,v2,13-09-2025,Pfizer India,19-06-2029,300,09-05-2026 08:54,Manipal Hospital Bengaluru,Web,256,44,85.3,0x4ff17d17ec0829b135177f0fbaa87dc44c2370966db0b86e7cf25ae0eed140,Active,No,https://verify.pharma.in/qr/804babefd4833a7e
QR000173,BAT000173,DRG0073,Folic Acid 5mg,febe5ac55a0e205f8737a6787edaf27ea9180fd0b0da48542db3de006ca7b268,v2,05-10-2025,Bharat Biotech,05-09-2028,92,12-05-2026 11:42,Medanta Hospital Gurugram,Kiosk,87,5,94.6,0x9747fbc29d4a9adc7fc0d534176bc54720c3c586ccf83f08eeeace6169b558,Active,No,https://verify.pharma.in/qr/febe5ac55a0e205f
QR000174,BAT000174,DRG0074,Iron 100mg Tablet,d3c411349395cf69d794c2ad10a7e726e18f556a9fd034cca1125d9cba87de15,v2,13-02-2026,Dr Reddy's Laboratories,06-03-2028,153,30-04-2026 02:46,AIIMS Delhi,Scanner,147,6,96.1,0x28a12a8eef9f5b4e3ebfed44ab7199a70f6b2a2cf5fe181e1a5e74c566cd79,Active,No,https://verify.pharma.in/qr/d3c411349395cf69
QR000175,BAT000175,DRG0075,Calcium + Vit D3,bc8d205d773768d6979190a0e4386513af17393c5e4185076a16b037fcd5b1db,v2,29-03-2026,Serum Institute of India,17-10-2027,129,16-04-2026 02:22,Sterling Hospital Ahmedabad,Scanner,116,13,89.9,0x04b65c3f87013b2be5230c299acee2af4db5d85630fceb12c3af62db185b77,Active,No,https://verify.pharma.in/qr/bc8d205d773768d6
QR000176,BAT000176,DRG0076,Hydroxychloroquine 200mg,c86e1e5c52430e90bb3080b8e665464b802140ebd4d4dabfce27d982b6aa6c88,v2,01-08-2025,Lupin Pharmaceuticals,05-02-2030,460,18-04-2026 12:10,SMS Hospital Jaipur,Mobile,432,28,93.9,0xb265332add444483ef919344826b676472afc82201f58ea9f28855c50f0fde,Active,No,https://verify.pharma.in/qr/c86e1e5c52430e90
QR000177,BAT000177,DRG0077,Adalimumab 40mg Inj,8aec094d54b2a2df656f70d5452fe3261fe22e094f5fc90fddb8a67e5cd12692,v2,04-01-2026,Pfizer India,02-08-2028,308,24-04-2026 08:44,SMS Hospital Jaipur,Scanner,297,11,96.4,0xb434f8ed5fff57541981f6f5d3e47860fc902ec92c7e5dc4a38dd6d7716e88,Active,No,https://verify.pharma.in/qr/8aec094d54b2a2df
QR000178,BAT000178,DRG0078,Tacrolimus 1mg,c60f3aa742babb478612429e33b1060ca3ae8606b2bb61d67da9292fc7e8ae86,v2,22-09-2025,Biological E Ltd,13-01-2030,321,06-05-2026 18:12,Medanta Hospital Gurugram,Kiosk,315,6,98.1,0xbee83cbde2a5d6049b17c22ce46a7f8afb84a30e5894bae8135b54c31615db,Active,No,https://verify.pharma.in/qr/c60f3aa742babb47
QR000179,BAT000179,DRG0079,Azathioprine 50mg,33273f35f153f259732667930c93db73ecdb45f57e8aaf71fccf118cff4902f2,v2,02-02-2026,Cadila Healthcare,24-11-2028,156,14-05-2026 03:19,Medanta Hospital Gurugram,Mobile,148,8,94.9,0x39a95e088a424c6ec1dce24656c27be317baa6eedd93f00f2aa1b1c11536fa,Active,No,https://verify.pharma.in/qr/33273f35f153f259
QR000180,BAT000180,DRG0080,Mycophenolate 500mg,23853e8e3a9d09b911d045b7b8c1181e1cc2bf6ed2822a71e93714f2f50108b9,v2,20-03-2026,Dr Reddy's Laboratories,17-11-2029,405,23-04-2026 20:11,SCB Medical Bhubaneswar,Kiosk,388,17,95.8,0xfbf59c4bb165ef273f074b1140c5152325c24426f69995df5b1e203185f403,Active,No,https://verify.pharma.in/qr/23853e8e3a9d09b9
QR000181,BAT000181,DRG0081,Albendazole 400mg,72c705716b5fbae48de5408db4fcfe75bc9fa5803c6c2a7d009379ca0a2171b2,v2,08-10-2025,AstraZeneca India,27-09-2027,191,03-05-2026 18:28,AMRI Hospital Kolkata,Scanner,172,19,90.1,0x90a7866a25163a6a6b03d6415a44244fc034d562868619e2380acf4e5f9428,Active,No,https://verify.pharma.in/qr/72c705716b5fbae4
QR000182,BAT000182,DRG0082,Ivermectin 3mg,693b704946f83c27424346c5b2e5b2c79fab241a3b745de4e65e0fa8fcb46f63,v2,05-01-2026,Cadila Healthcare,02-07-2028,291,23-04-2026 07:04,KEM Hospital Pune,Web,265,26,91.1,0x8631a2dd41a29a89d5c8708f487461bd58cb56deb5c568b0de26431f518045,Active,No,https://verify.pharma.in/qr/693b704946f83c27
QR000183,BAT000183,DRG0083,Artemether-Lumefantrine,f039fa264aa06148e376ca4f7c698e25f73a7c7dc639762956f6fb623e47b902,v2,24-03-2026,Novartis India,03-06-2028,389,01-05-2026 04:02,SCB Medical Bhubaneswar,Web,349,40,89.7,0x67a2223ad95ee9da2d63dd07dee033378cc9710a748e58adea7bbeea97e034,Active,No,https://verify.pharma.in/qr/f039fa264aa06148
QR000184,BAT000184,DRG0084,Chloroquine 250mg,515941d3cce8e179f4e20fc65a51ed17429c196b462a93b4452e0e7d274ca017,v2,11-01-2026,AstraZeneca India,14-03-2028,157,09-05-2026 17:08,Yashoda Hospital Hyderabad,Scanner,138,19,87.9,0x6ac1d0d0dd5ba8a2eb429a81ef4b5f9c3b55c3546bba42f96f8064a629125a,Active,No,https://verify.pharma.in/qr/515941d3cce8e179
QR000185,BAT000185,DRG0085,Primaquine 15mg,c3953c6d31942afcb359ac969c684152974b75ac55ddcfdf873388248b3f0538,v2,23-01-2026,Alkem Laboratories,06-09-2028,45,22-04-2026 02:23,Ruby Hall Clinic Pune,Kiosk,40,5,88.9,0xa9098f07f9b9ef2e8d65a6cf4a8495004f75d8336455af7f897018718e746f,Active,No,https://verify.pharma.in/qr/c3953c6d31942afc
QR000186,BAT000186,DRG0086,Adrenaline 1mg Inj,c5bee6f1738f83f05c07b04d8b53f13cfedc45cfadc4273ee994909568e7d438,v2,14-06-2025,Pfizer India,14-09-2026,38,29-04-2026 16:43,PGIMER Chandigarh,Scanner,33,5,86.8,0xcf9e525aa365ab19fca650c80ecd07885de837574efaec692178a586821283,Active,No,https://verify.pharma.in/qr/c5bee6f1738f83f0
QR000187,BAT000187,DRG0087,Dopamine 200mg Inj,48876451d9bb54d5463027931997b7ec16185bf9589db6aa6a1a3bdd00ea8b01,v2,08-01-2026,Abbott Healthcare India,01-08-2029,462,26-04-2026 16:50,Ruby Hall Clinic Pune,Mobile,419,43,90.7,0x0d8de5f6a06704daf20b08d48b2683e170b70752482c143b1aaf36b12c98a2,Active,No,https://verify.pharma.in/qr/48876451d9bb54d5
QR000188,BAT000188,DRG0088,Heparin 5000IU Inj,7b50e1cd6ae4b38dcbde967ec01032f796d18bf907c6ce826ed1ae1240a00927,v2,14-04-2026,Sun Pharmaceutical Industries,03-06-2029,429,14-05-2026 08:42,Ruby Hall Clinic Pune,Web,402,27,93.7,0x394ef09fe86680a8324cb646c94d563e735e8ab759ccdd45b24451e3727b6c,Active,No,https://verify.pharma.in/qr/7b50e1cd6ae4b38d
QR000189,BAT000189,DRG0089,Naloxone 0.4mg Inj,0ed6fee0a8ca41c9da686462242d17285db41e0754787e97afcfc40fb7d475ca,v2,24-01-2025,Dr Reddy's Laboratories,10-04-2027,23,14-05-2026 01:53,Civil Hospital Surat,Mobile,21,2,91.3,0x5b37b6c1c0bc379d86dfd85271017ba7042bc4adcd59261c227069bbc870c0,Active,No,https://verify.pharma.in/qr/0ed6fee0a8ca41c9
QR000190,BAT000190,DRG0090,Alteplase 50mg Inj,79cb0ce3c6f9986f2c620540ea3048aeb570b6378f909df1435cc7ad3aa54016,v2,23-10-2025,Cadila Healthcare,03-10-2027,21,25-04-2026 09:02,Medanta Hospital Gurugram,Scanner,18,3,85.7,0x7e0211dadd3630554e8de386f3f4f6154a466882568d3a7ea1e2ae2fda0ed8,Active,No,https://verify.pharma.in/qr/79cb0ce3c6f9986f
QR000191,BAT000191,DRG0091,Betamethasone Cream,066605f722782ca4b230c68dfac3a2c4669172c107eaca8c7d76c95b93ce3f98,v2,25-05-2025,Torrent Pharmaceuticals,15-04-2029,47,29-04-2026 04:37,KGMU Lucknow,Mobile,44,3,93.6,0xd6dc9ccaa775049ad3e6d3a46324e5da42a10775b8830236cab9973b3a6cbd,Active,No,https://verify.pharma.in/qr/066605f722782ca4
QR000192,BAT000192,DRG0092,Isotretinoin 20mg,24c8e722f74481b8ef9674055e725e61f4bddd86f271d53995ad11b143a8f498,v2,10-05-2025,Cipla Ltd,25-03-2029,499,21-04-2026 02:49,SCB Medical Bhubaneswar,Scanner,463,36,92.8,0x4d97bcaf48a0b18587b58b5ec97384adbb47a33d054193366a3e5bf6ac4927,Active,No,https://verify.pharma.in/qr/24c8e722f74481b8
QR000193,BAT000193,DRG0093,Acitretin 10mg,6c2c4e74735d9bfefc875e8e7432175aea48cf7d341b4cfe6def29ab935921ad,v2,30-12-2025,Novartis India,10-03-2029,256,15-04-2026 14:24,SMS Hospital Jaipur,Kiosk,245,11,95.7,0xc1734a176d6758ebbfc7c94750bfea7ef15c501e563e0e2192dd399e0a945c,Active,No,https://verify.pharma.in/qr/6c2c4e74735d9bfe
QR000194,BAT000194,DRG0094,Clotrimazole Cream,f390fc3c911f50f37f1026c4d3accf966988f3c96ae7a231b6ad78e701128e15,v2,03-02-2026,Novartis India,20-11-2027,375,13-05-2026 03:48,Ruby Hall Clinic Pune,Mobile,329,46,87.7,0x5828a2374b3f5aa66bf06b881ba3116523bbf9e5d139c86ccc312b55e44852,Active,No,https://verify.pharma.in/qr/f390fc3c911f50f3
QR000195,BAT000195,DRG0095,Silver Sulfadiazine Cream,b0f583c8fd82c45ab24e5a401927990769e10141ff194aecf384a605e0ddedd3,v2,20-03-2025,Serum Institute of India,02-12-2028,56,21-04-2026 02:48,Sterling Hospital Ahmedabad,Mobile,55,1,98.2,0x047da09c45b79be948de1e3c2249ca98f00d54ce6c643fcd3218d1acfde51b,Active,No,https://verify.pharma.in/qr/b0f583c8fd82c45a
QR000196,BAT000196,DRG0096,Latanoprost Eye Drops,eaf580014adb110763b688e80898be87aaa06c245dbb267a8424de27d83b03c6,v2,17-01-2026,Sanofi India,12-01-2029,228,21-04-2026 06:33,MGM Hospital Chennai,Kiosk,214,14,93.9,0x8014585310ef632f97596ed7c86c71e0a98cc50a99d0070fc74302435bdbc2,Active,No,https://verify.pharma.in/qr/eaf580014adb1107
QR000197,BAT000197,DRG0097,Ciprofloxacin Eye Drops,a1dc99765139615d5c8e40c3ee320099a29d701caba266c5938f4ccd3d6a3964,v2,06-02-2026,Novartis India,13-07-2029,133,24-04-2026 07:01,PGIMER Chandigarh,Web,130,3,97.7,0x6b9ee2bad0bcde75db9fa8e1606059f76ac4d22326a6b252110b367b2f8963,Active,No,https://verify.pharma.in/qr/a1dc99765139615d
QR000198,BAT000198,DRG0098,Moxifloxacin Eye Drops,0caccef84ca49667710bf1fae0878872eb9740b2ae3a41d31c4ddab55b6fc5c8,v2,26-04-2026,Cipla Ltd,15-09-2027,289,23-04-2026 05:38,AMRI Hospital Kolkata,Scanner,271,18,93.8,0x0c19ba5d2ae77cf12db1aef1cc3a79603e1ad077967451ae584ca5338290de,Active,No,https://verify.pharma.in/qr/0caccef84ca49667
QR000199,BAT000199,DRG0099,Timolol Eye Drops,a51e8ea3727627c45bbcc5378437b82fdb8b63379a35fac466b92cfc0127ee9a,v2,28-02-2025,Cadila Healthcare,04-03-2029,70,15-04-2026 16:34,SCB Medical Bhubaneswar,Kiosk,68,2,97.1,0x7b8714b1e4f00ae3f2ade3bd50ca9120c48e842b53143d3d6f23276e6a2dc4,Active,No,https://verify.pharma.in/qr/a51e8ea3727627c4
QR000200,BAT000200,DRG0100,Artificial Tears,7a6c6e791b5c2a5ce741220d3f27ed03b0870c6be99a8df463c8a599f18cf453,v2,04-02-2026,Bharat Biotech,27-01-2030,396,23-04-2026 06:50,PGIMER Chandigarh,Kiosk,391,5,98.7,0xce68bebe43e3d00c667d379fe4741ed7ca643032b11e6ef09d117af0b8bcbe,Active,No,https://verify.pharma.in/qr/7a6c6e791b5c2a5c
QR000201,BAT000201,DRG0001,Amoxicillin 500mg,135a74214fae6a2b5bacedd84855a8f9ddfb554053605a22f5947faa03690140,v2,03-10-2025,Serum Institute of India,22-01-2030,414,24-04-2026 02:29,Ruby Hall Clinic Pune,Mobile,352,62,85.0,0x6cfd5d24dc9b965ff7cdbe64341f12d6127feff1f170c698eb8f809a896b2a,Active,No,https://verify.pharma.in/qr/135a74214fae6a2b
